"Donor","Donor_Name","HOMO/D","LUMO/D","Acceptor","Acceptor_Name","HOMO/A","LUMO/A","Voc","Jsc","FF","PCE","reference"
"CCCCC(CC)COC(=O)C1=C(F)C2=C(C3=CC4=C(C5=CC=C(CC(CC)CCCC)S5)C5=C(C=C(C)S5)C(C5=CC=C(CC(CC)CCCC)S5)=C4S3)SC(C)=C2S1","PCE10","-5.24","-3.66","CCCCCCCCC1=C(/C=C2\C(=O)C3=C(C=C(Cl)C(Cl)=C3)C2=C(C#N)C#N)SC2=C1SC1=C2C(C2=CC=C(CC(CC)CCCC)C=C2)(C2=CC=C(CC(CC)CCCC)C=C2)C2=C1SC1=C2SC2=C1C(C1=CC=C(CC(CC)CCCC)C=C1)(C1=CC=C(CC(CC)CCCC)C=C1)C1=C2SC2=C1SC(/C=C1\C(=O)C3=C(C=C(Cl)C(Cl)=C3)C1=C(C#N)C#N)=C2CCCCCCCC","3TT-OCIC","-5.22","-3.91","0.68","26.49","0.69","12.43","H.-H. Gao, Y. Sun, Y. Cai, X. Wan, L. Meng, X. Ke, S. Li, Y. Zhang, R. Xia, N. Zheng, Z. Xie, C. Li, M. Zhang, H.-L. Yip, Y. Cao, Y. Chen, Achieving Both Enhanced Voltage and Current through Fine-Tuning Molecular Backbone and Morphology Control in Organic Solar Cells. Advanced Energy Materials. 9, 1901024 (2019)."
"CCCCCCC1=C(C)SC(C2=CC3=C(S2)C(C2=CC=C(CC(CC)CCCC)S2)=C2C=C(C)SC2=C3C2=CC=C(CC(CC)CCCC)S2)=C1F","P(fTh-2DBDT)-C6","-5.51","-3.48","CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)S3)C3=CC4=C(C=C3C3=C2C2=C(C=C(/C=C5\C(=O)C6=C(C=CC=C6)\C5=C(/C)C#N)S2)S3)C(C2=CC=C(CCCCCC)S2)(C2=CC=C(CCCCCC)S2)C2=C4SC3=C2SC(/C=C2\C(=O)C4=C(C=CC=C4)C2=C(C#N)C#N)=C3)S1","ITIC-Th","-5.67","-4.06","0.94","17.1","0.628","11.1","J. E. Yu, S. J. Jeon, J. Y. Choi, Y. W. Han, E. J. Ko, D. K. Moon, A 3-Fluoro-4-hexylthiophene-Based Wide Bandgap Donor Polymer for 10.9% Efficiency Eco-Friendly Nonfullerene Organic Solar Cells. Small. 15, 1805321 (2019)."
"CCCCCCC1=C(C)SC(C2=CC3=C(S2)C(OCC(CC)CCCC)=C2C=C(C)SC2=C3OCC(CC)CCCC)=C1F","(fTh-BDT)-C6","-5.47","-3.39","CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)S3)C3=CC4=C(C=C3C3=C2C2=C(C=C(/C=C5\C(=O)C6=C(C=CC=C6)\C5=C(/C)C#N)S2)S3)C(C2=CC=C(CCCCCC)S2)(C2=CC=C(CCCCCC)S2)C2=C4SC3=C2SC(/C=C2\C(=O)C4=C(C=CC=C4)C2=C(C#N)C#N)=C3)S1","ITIC-Th","-5.67","-4.06","0.92","3.2","0.335","1.1","J. E. Yu, S. J. Jeon, J. Y. Choi, Y. W. Han, E. J. Ko, D. K. Moon, A 3-Fluoro-4-hexylthiophene-Based Wide Bandgap Donor Polymer for 10.9% Efficiency Eco-Friendly Nonfullerene Organic Solar Cells. Small. 15, 1805321 (2019)."
"CCCCCCCCC(CCCCCC)COC(=O)C1=C(C2=CC(F)=C(C3=C(F)C=C(C4=C(C(=O)OCC(CCCCCC)CCCCCCCC)C=C(C5=CC6=C(S5)C(C5=CC(F)=C(SCC(CC)CCCC)S5)=C5C=C(C)SC5=C6C5=CC(F)=C(SCC(CC)CCCC)S5)S4)S3)S2)SC(C)=C1","PBDT-SF-C4T","-5.66","-3.65","CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C2=C(C=C(/C=C5\C(=O)C6=C(C=C(F)C(F)=C6)C5=C(C#N)C#N)S2)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC3=C2SC(/C=C2\C(=O)C4=C(C=C(F)C(F)=C4)C2=C(C#N)C#N)=C3)C=C1","IT-4F","-5.59","-4.06","0.95","16.1","0.651","9.91","H. Guo, Y. Zhang, L. Chen, X. Liao, Q. Xie, Y. Cui, B. Huang, C. Yang, Y. Chen, Non-halogenated-solvent-processed highly efficient organic solar cells with a record open circuit voltage enabled by noncovalently locked novel polymer donors. J. Mater. Chem. A. 7, 27394–27402 (2019)."
"CCCCCCCCC(CCCCCC)COC(=O)C1=C(C2=CC(F)=C(C3=C(F)C=C(C4=C(C(=O)OCC(CCCCCC)CCCCCCCC)C=C(C5=CC6=C(S5)C(C5=CC(F)=C(CCC(CC)CCCC)S5)=C5C=C(C)SC5=C6C5=CC(F)=C(CCC(CC)CCCC)S5)S4)S3)S2)SC(C)=C1","PBDT-F-C4T","-5.63","-3.61","CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C2=C(C=C(/C=C5\C(=O)C6=C(C=C(F)C(F)=C6)C5=C(C#N)C#N)S2)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC3=C2SC(/C=C2\C(=O)C4=C(C=C(F)C(F)=C4)C2=C(C#N)C#N)=C3)C=C1","IT-4F","-5.59","-4.06","0.94","19","0.703","12.5","H. Guo, Y. Zhang, L. Chen, X. Liao, Q. Xie, Y. Cui, B. Huang, C. Yang, Y. Chen, Non-halogenated-solvent-processed highly efficient organic solar cells with a record open circuit voltage enabled by noncovalently locked novel polymer donors. J. Mater. Chem. A. 7, 27394–27402 (2019)."
"CCCCCCCCC(CCCCCC)COC(=O)C1=C(C2=CC(F)=C(C3=C(F)C=C(C4=C(C(=O)OCC(CCCCCC)CCCCCCCC)C=C(C5=CC6=C(S5)C(C5=CC=C(CCC(CC)CCCC)S5)=C5C=C(C)SC5=C6C5=CC=C(CCC(CC)CCCC)S5)S4)S3)S2)SC(C)=C1","PBDT-C4T","-5.58","-3.59","CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C2=C(C=C(/C=C5\C(=O)C6=C(C=C(F)C(F)=C6)C5=C(C#N)C#N)S2)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC3=C2SC(/C=C2\C(=O)C4=C(C=C(F)C(F)=C4)C2=C(C#N)C#N)=C3)C=C1","IT-4F","-5.59","-4.06","0.8","15.4","0.643","7.91","H. Guo, Y. Zhang, L. Chen, X. Liao, Q. Xie, Y. Cui, B. Huang, C. Yang, Y. Chen, Non-halogenated-solvent-processed highly efficient organic solar cells with a record open circuit voltage enabled by noncovalently locked novel polymer donors. J. Mater. Chem. A. 7, 27394–27402 (2019)."
"CCCCCCCCN1C(=O)C2=C(C3=CC=C(C)S3)C3=NN(CC(CC)CCCC)N=C3C(C3=CC=C(C4=CC5=C(S4)C(C4=CC=C(CC(CC)CCCC)S4)=C4C=C(C)SC4=C5C4=CC=C(CC(CC)CCCC)S4)S3)=C2C1=O","PBDT-TzBI","-5.9","-3.6","CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C2=C(C=C(/C=C5\C(=O)C6=C(C=CC=C6)C5=C(C#N)C#N)S2)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC3=C2SC(/C=C2\C(=O)C4=C(C=CC=C4)C2=C(C#N)C#N)=C3)C=C1","ITIC","-5.48","-3.83","0.84","17.78","0.69","10.24","B. A. Abdulahi, X. Li, M. Mone, B. Kiros, Z. Genene, S. Qiao, R. Yang, E. Wang, W. Mammo, Structural engineering of pyrrolo[3,4-f]benzotriazole-5,7(2H,6H)-dione-based polymers for non-fullerene organic solar cells with an efficiency over 12%. J. Mater. Chem. A. 7, 19522–19530 (2019)."
"CCCCCCCCN1C(=O)C2=C(C3=CC=C(C)S3)C3=NN(CC(CC)CCCC)N=C3C(C3=CC=C(C4=CC5=C(S4)C(C4=CC(F)=C(CC(CC)CCCC)S4)=C4C=C(C)SC4=C5C4=CC(F)=C(CC(CC)CCCC)S4)S3)=C2C1=O","PBDT-F-TzBI","-5.97","-3.63","CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C2=C(C=C(/C=C5\C(=O)C6=C(C=CC=C6)C5=C(C#N)C#N)S2)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC3=C2SC(/C=C2\C(=O)C4=C(C=CC=C4)C2=C(C#N)C#N)=C3)C=C1","ITIC","-5.48","-3.83","0.97","18","0.7","11.98","B. A. Abdulahi, X. Li, M. Mone, B. Kiros, Z. Genene, S. Qiao, R. Yang, E. Wang, W. Mammo, Structural engineering of pyrrolo[3,4-f]benzotriazole-5,7(2H,6H)-dione-based polymers for non-fullerene organic solar cells with an efficiency over 12%. J. Mater. Chem. A. 7, 19522–19530 (2019)."
"CCCCC(CC)CC1=C2C(=O)C3=C(C4=CC=C(C)S4)SC(C4=CC=C(C)S4)=C3C(=O)C2=C(CC(CC)CCCC)S1","PBDB-T","-5.34","-3.44","CCCCCCC1=CC=C(OC2=C(C3=C(C4=CC=C(CCCCCC)C=C4)C=C4C(=C3)C(C3=CC=C(CCCCCC)C=C3)(C3=CC=C(CCCCCC)C=C3)OC3=C4SC(/C=C4/C(=O)C5=C(C=C(F)C(F)=C5)C4=C(C#N)C#N)=C3)SC(/C=C3/C(=O)C4=C(C=C(F)C(F)=C4)C3=C(C#N)C#N)=C2)C=C1","i-PTIC-F","-5.66","-4.18","0.63","14.56","0.62","5.68","J. Li, Y. Wu, X. Zhang, D. Zeng, Y. Luo, X. Duan, X. Gao, P. Cai, Q. Zhang, J. Zhang, Z. Liu, A new fluorinated pyran-bridged A-D-A type small molecular acceptor for organic solar cells. Dyes and Pigments. 175, 108165 (2020)."
"CCCCC(CC)CC1=C2C(=O)C3=C(C4=CC=C(C)S4)SC(C4=CC=C(C)S4)=C3C(=O)C2=C(CC(CC)CCCC)S1","PBDB-T","-5.34","-3.44","CCCCCCC1=CC=C(OC2=C(C3=C(C4=CC=C(CCCCCC)C=C4)C=C4C(=C3)C(C3=CC=C(CCCCCC)C=C3)(C3=CC=C(CCCCCC)C=C3)OC3=C4SC(/C=C4/C(=O)C5=C(C=CC=C5)C4=C(C#N)C#N)=C3)SC(/C=C3/C(=O)C4=C(C=CC=C4)C3=C(C#N)C#N)=C2)C=C1","i-PTIC","-5.41","-3.86","0.83","11.04","0.645","5.8","J. Li, Y. Wu, X. Zhang, D. Zeng, Y. Luo, X. Duan, X. Gao, P. Cai, Q. Zhang, J. Zhang, Z. Liu, A new fluorinated pyran-bridged A-D-A type small molecular acceptor for organic solar cells. Dyes and Pigments. 175, 108165 (2020)."
"CCCCCCCCC(CCCCCC)CN1N=C2C(=N1)C(C1=CC=C(C)S1)=C(F)C(F)=C2C1=CC=C(C)S1","J52","-5.21","-2.99","CCCCCCCCC1=CC=C(C2(C3=CC=C(CCCCCCCC)C=C3)C3=C(SC(/C=C4\C(=O)C5=C(C=CC=C5)C4=C(C#N)C#N)=C3)C3=C2C2=C(C=C3)C3=C(S2)C2=C(S3)C3=C(C=C2)C2=C(C=C(/C=C4\C(=O)C5=C(C=CC=C5)C4=C(C#N)C#N)S2)C3(C2=CC=C(CCCCCCCC)C=C2)C2=CC=C(CCCCCCCC)C=C2)C=C1","DBTIC","-5.45","-3.73","0.93","11.18","0.625","8.33","Y. Wang, M. Chang, X. Ke, X. Wan, G. Yang, A new medium-bandgap fused-[1]benzothieno[3,2-b][1]benzo-thiophene (BTBT) nonfullerene acceptor for organic solar cells with high open-circuit voltage. Polymer. 185, 121976 (2019)."
"CCCCC(CC)CC1=C2C(=O)C3=C(C4=CC=C(C)S4)SC(C4=CC=C(C)S4)=C3C(=O)C2=C(CC(CC)CCCC)S1","PBDB-T","-5.34","-3.44","CCCCC(CC)CC1(CC(CC)CCCC)C2=C(SC(/C=C3\C(=O)C4=C(C=C(Cl)C(Cl)=C4)C3=C(C#N)C#N)=C2)C2=C1C=C(C1=CC3=C(S1)C1=C(C=C(/C=C4\CC5=C(C=C(Cl)C(Cl)=C5)\C4=C(/C)C#N)S1)C3(CC(CC)CCCC)CC(CC)CCCC)S2","CPDT-4Cl-2EH","-5.3","-3.87","0.72","19.04","0.5171","7.08","K. Wang, J. Lv, T. Duan, Z. Li, Q. Yang, J. Fu, W. Meng, T. Xu, Z. Xiao, Z. Kan, K. Sun, S. Lu, Simple near-Infrared Nonfullerene Acceptors Enable Organic Solar Cells with >9% Efficiency. ACS Appl. Mater. Interfaces. 11, 6717–6723 (2019)."
"CCCCC(CC)CC1=C2C(=O)C3=C(C4=CC=C(C)S4)SC(C4=CC=C(C)S4)=C3C(=O)C2=C(CC(CC)CCCC)S1","PBDB-T","-5.34","-3.44","CCCCC(CC)CC1(CC(CC)CCCC)C2=C(SC(/C=C3\C(=O)C4=C(C=C(C)C(C)=C4)C3=C(C#N)C#N)=C2)C2=C1C=C(C1=CC3=C(S1)C1=C(C=C(/C=C4\CC5=C(C=C(C)C(C)=C5)\C4=C(/C)C#N)S1)C3(CC(CC)CCCC)CC(CC)CCCC)S2","CPDT-Me-2Eh","-5.18","-3.73","0.85","9.29","0.464","3.68","K. Wang, J. Lv, T. Duan, Z. Li, Q. Yang, J. Fu, W. Meng, T. Xu, Z. Xiao, Z. Kan, K. Sun, S. Lu, Simple near-Infrared Nonfullerene Acceptors Enable Organic Solar Cells with >9% Efficiency. ACS Appl. Mater. Interfaces. 11, 6717–6723 (2019)."
"CCCCCCCCC(CCCCCC)COC1=CC(C2=CC=C(C3=C(F)C(F)=C(C4=CC=C(C)S4)C4=NSN=C43)S2)=C(OCC(CCCCCC)CCCCCCCC)C=C1C","PPDT2FBT","-5.3","-3.52","CCCCCCOC1=C(C2=CC=C(/C=C3\SC(=S)N(CC)C3=O)S2)C2=NSN=C2C(C2=CC=C(/C=C3\SC(=S)N(CC)C3=O)S2)=C1OCCCCCC","BTDT2R","-5.61","-3.8","1.07","11.23","0.57","6.9","J. Ahn, S. Oh, H. Lee, S. Lee, C. E. Song, H. K. Lee, S. K. Lee, W.-W. So, S.-J. Moon, E. Lim, W. S. Shin, J.-C. Lee, Simple and Versatile Non-Fullerene Acceptor Based on Benzothiadiazole and Rhodanine for Organic Solar Cells. ACS Appl. Mater. Interfaces. 11, 30098–30107 (2019)."
"CCCCC(CC)CC1=C(F)C=C(C2=C3C=C(C4=CC=C(C5=C6C(=O)C7=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C7C(=O)C6=C(C6=CC=C(C)S6)S5)S4)SC3=C(C3=CC(F)=C(CC(CC)CCCC)S3)C3=C2SC(C)=C3)S1","PM6","-5.45","-3.64","CCCCCCCCCCCC1=C(/C=C2\C(=O)C3=C(C=C(Cl)C(Cl)=C3)C2=C(C#N)C#N)SC2=C1SC1=C2N(CC(CC)CCCC)C2=C1C1=NN(CC(CC)CCCC)N=C1C1=C2N(CC(CC)CCCC)C2=C1SC1=C2SC(/C=C2\C(=O)C3=C(C=C(Cl)C(Cl)=C3)C2=C(C#N)C#N)=C1CCCCCCCCCCC","Y15","-5.56","-3.93","0.884","23.79","0.6849","14.13","M. Luo, C. Zhu, J. Yuan, L. Zhou, M. L. Keshtov, D. Y. Godovsky, Y. Zou, A chlorinated non-fullerene acceptor for efficient polymer solar cells. Chinese Chemical Letters. 30, 2343–2346 (2019)."
"CCCCCCCCCCCCSC1=CC=C(C2=C3C=C(C4=CC=C(C5=C(F)C(F)=C(C6=CC=C(C)S6)C6=NN(CC(CC)CCCC)N=C65)S4)SC3=C(C3=CC=C(SCCCCCCCCCCCC)S3)C3=C2SC(C)=C3)S1","J61","-5.32","-3.08","CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=C(SC(/C=C4\C(=O)C5=C(C=C(F)C(F)=C5)C4=C(C#N)C#N)=C3)C3=C2C2=C4SC5=C(C4=C4SC6=C(C4=C2S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C6SC(/C=C3\C(=O)C4=C(C=C(F)C(F)=C4)C3=C(C#N)C#N)=C2)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C5SC(/C=C3\C(=O)C4=C(C=C(F)C(F)=C4)C3=C(C#N)C#N)=C2)C=C1","BTCDT-ICF","-5.83","-3.98","0.73","16.93","0.656","8.11","X. Wu, W. Wang, H. Hang, H. Li, Y. Chen, Q. Xu, H. Tong, L. Wang, Star-Shaped Fused-Ring Electron Acceptors with a C3h-Symmetric and Electron-Rich Benzotri(cyclopentadithiophene) Core for Efficient Nonfullerene Organic Solar Cells. ACS Appl. Mater. Interfaces. 11, 28115–28124 (2019)."
"CCCCCCCCCCCCSC1=CC=C(C2=C3C=C(C4=CC=C(C5=C(F)C(F)=C(C6=CC=C(C)S6)C6=NN(CC(CC)CCCC)N=C65)S4)SC3=C(C3=CC=C(SCCCCCCCCCCCC)S3)C3=C2SC(C)=C3)S1","J61","-5.32","-3.08","CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=C(SC(/C=C4\C(=O)C5=C(C=CC=C5)C4=C(C#N)C#N)=C3)C3=C2C2=C4SC5=C(C4=C4SC6=C(C4=C2S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C6SC(/C=C3\C(=O)C4=C(C=CC=C4)C3=C(C#N)C#N)=C2)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C5SC(/C=C3\C(=O)C4=C(C=CC=C4)C3=C(C#N)C#N)=C2)C=C1","BTCDT-IC","-5.75","-3.87","0.92","9.75","0.59","5.3","X. Wu, W. Wang, H. Hang, H. Li, Y. Chen, Q. Xu, H. Tong, L. Wang, Star-Shaped Fused-Ring Electron Acceptors with a C3h-Symmetric and Electron-Rich Benzotri(cyclopentadithiophene) Core for Efficient Nonfullerene Organic Solar Cells. ACS Appl. Mater. Interfaces. 11, 28115–28124 (2019)."
"CCCCC(CC)CC1=C2C(=O)C3=C(C4=CC=C(C)S4)SC(C4=CC=C(C)S4)=C3C(=O)C2=C(CC(CC)CCCC)S1","PBDB-T","-5.34","-3.44","CCCCC(CC)CN1C(=O)C2=C(C3=CC4=C(S3)C3=C(C=C(/C=C5\C(=O)C6=C(C=CC=C6)C5=C(C#N)C#N)S3)C4(CC(CC)CCCC)CC(CC)CCCC)SC(C3=CC4=C(S3)C3=C(C=C(/C=C5\C(=O)C6=C(C=CC=C6)C5=C(C#N)C#N)S3)C4(CC(CC)CCCC)CC(CC)CCCC)=C2C1=O","TPDCIC","-5.38","-3.78","0.83","18.16","0.6714","10.12","S.-Z. Geng, W.-T. Yang, J. Gao, S.-X. Li, M.-M. Shi, T.-K. Lau, X.-H. Lu, C.-Z. Li, H.-Z. Chen, Non-fullerene Acceptors with a Thieno[3,4-c]pyrrole-4,6-dione (TPD) Core for Efficient Organic Solar Cells. Chin J Polym Sci. 37, 1005–1014 (2019)."
"CCCCC(CC)CC1=C2C(=O)C3=C(C4=CC=C(C)S4)SC(C4=CC=C(C)S4)=C3C(=O)C2=C(CC(CC)CCCC)S1","PBDB-T","-5.34","-3.44","C#CC(CCCC)CN1C(=O)C2=C(C3=CC4=C(S3)C3=C(C=C(/C=C5\C(=O)C6=C(C=C7C=CC=CC7=C6)C5=C(C#N)C#N)S3)C4(CC(CC)CCCC)CC(CC)CCCC)SC(C3=CC4=C(S3)C3=C(C=C(/C=C5\C(=O)C6=C(C=C7C=CC=CC7=C6)C5=C(C#N)C#N)S3)C4(CC(CC)CCCC)CC(CC)CCCC)=C2C1=O","TPDCNC","-5.37","-3.83","0.8","17.4","0.704","9.8","S.-Z. Geng, W.-T. Yang, J. Gao, S.-X. Li, M.-M. Shi, T.-K. Lau, X.-H. Lu, C.-Z. Li, H.-Z. Chen, Non-fullerene Acceptors with a Thieno[3,4-c]pyrrole-4,6-dione (TPD) Core for Efficient Organic Solar Cells. Chin J Polym Sci. 37, 1005–1014 (2019)."
"CCCCCCC1=C(C)SC(C)=C1","P3HT","-5.1","-3.1","CCCCC(CC)CC1(CC(CC)CCCC)C2=C(SC(C3=CC(F)=C(C4=CC5=C(S4)C4=C(C=C(C6=CC=C(/C=C7\SC(=S)N(CC)C7=O)C7=NSN=C67)S4)C5(CC(CC)CCCC)CC(CC)CCCC)C=C3F)=C2)C2=C1C=C(C1=CC=C(/C=C3\SC(=S)N(CC)C3O)C3=NSN=C13)S2","DFPCBR","-5.12","-3.59","0.8","10.39","0.6439","5.34","N. Wang, W. Yang, S. Li, M. Shi, T.-K. Lau, X. Lu, R. Shikler, C.-Z. Li, H. Chen, A non-fullerene acceptor enables efficient P3HT-based organic solar cells with small voltage loss and thickness insensitivity. Chinese Chemical Letters. 30, 1277–1281 (2019)."
"CCCCCCC1=C(C)SC(C)=C1","P3HT","-5.1","-3.1","CCCCCCCCN1N=C2C(/C=C3/SC(=C(C#N)C#N)N(CC)C3=O)=CC=C(C3=CC4=C(S3)C3=CC5=C(C=C3C(C3=CC=C(CCCCCC)C=C3)(C3=CC=C(CCCCCC)C=C3)O4)C3=C(C=C(C4=CC=C(/C=C6/SC(=C(C#N)C#N)N(CC)C6=O)C6=NN(CCCCCCCC)N=C46)S3)OC5(C3=CC=C(CCCCCC)C=C3)C3=CC=C(CCCCCC)C=C3)C2=N1","BTA53","-5.48","-3.58","0.88","11.57","0.62","6.31","B. Xiao, M. Du, X. Wang, Z. Xiao, G. Li, A. Tang, L. Ding, Y. Geng, X. Sun, E. Zhou, Effects of Oxygen Atoms Introduced at Different Positions of Non-Fullerene Acceptors in the Performance of Organic Solar Cells with Poly(3-hexylthiophene). ACS Appl. Mater. Interfaces. 12, 1094–1102 (2020)."
"CCCCC(CC)CC1=C2C(=O)C3=C(C4=CC=C(C)S4)SC(C4=CC=C(C)S4)=C3C(=O)C2=C(CC(CC)CCCC)S1","PBDB-T","-5.34","-3.44","CCCCCCCCSC1=C(/C=C2\C(=O)C3=C(C=C(F)C(F)=C3)C2=C(C#N)C#N)SC(C2=CC3=C(S2)C2=CC4=C(C=C2C3(C2=CC=C(CCCCCC)C=C2)C2=CC=C(CCCCCC)C=C2)C2=C(C=C(C3=C(SCCCCCCCC)C(SCCCCCCCC)=C(/C=C5\C(=O)C6=C(C=C(F)C(F)=C6)C5=C(C#N)C#N)S3)S2)C4(C2=CC=C(CCCCCC)C=C2)C2=CC=C(CCCCCC)C=C2)=C1SCCCCCCCC","IDT2ST-4F","-5.36","-3.71","0.849","19.44","0.693","11.43","Z. Wang, K. Huang, X. Chen, Y. Xu, Z. Xu, T. He, S. Yin, H. Qiu, M. Li, Q. Zhang, A high-performance non-fullerene electron acceptor with bisalkylthiothiophene π-bridges for organic photovoltaics. J. Mater. Chem. C. 7, 14499–14503 (2019)."
"CCCCCCCCC(CCCCCC)COC1=NC2=C(N=C1)C(C1=CC=C(C)S1)=C(F)C(F)=C2C","PTQ10","-5.61","-2.98","CCCCCCC1=CC=C2C(=C1)C1=C(C=CC(CCCCCC)=C1)C21C2=CC3=C(C=C2C2=C1C=C(C1=C(SCC(CC)CCCC)C(/C=C4\C(=O)C5=C(C=C(F)C(F)=C5)C4=C(C#N)C#N)=CS1)S2)C1(C2=CC=C(CCCCCC)C=C2C2=C1C=CC(CCCCCC)=C2)C1=C3SC(C2=C(SCC(CC)CCCC)C(/C=C3\C(=O)C4=C(C=C(F)C(F)=C4)C3=C(C#N)C#N)=CS2)=C1","IE4F-S","-5.54","-3.89","0.996","19.67","0.623","12.2","Y. Zou, Y. Dong, C. Sun, Y. Wu, H. Yang, C. Cui, Y. Li, High-Performance Polymer Solar Cells with Minimal Energy Loss Enabled by a Main-Chain-Twisted Nonfullerene Acceptor. Chem. Mater. 31, 4222–4227 (2019)."
"CCCCC(CC)CC1=C2C(=O)C3=C(C4=CC=C(C)S4)SC(C4=CC=C(C)S4)=C3C(=O)C2=C(CC(CC)CCCC)S1","PBDB-T","-5.34","-3.44","CCCCCCC1=CC=C2C(=C1)C1=C(C=CC(CCCCCC)=C1)C21C2=CC3=C(C=C2C2=C1C=C(C1=C(SCC(CC)CCCC)C(/C=C4\C(=O)C5=C(C=C(F)C(F)=C5)C4=C(C#N)C#N)=CS1)S2)C1(C2=CC=C(CCCCCC)C=C2C2=C1C=CC(CCCCCC)=C2)C1=C3SC(C2=C(SCC(CC)CCCC)C(/C=C3\C(=O)C4=C(C=C(F)C(F)=C4)C3=C(C#N)C#N)=CS2)=C1","IE4F-S","-5.54","-3.89","0.868","22.88","0.691","13.72","Y. Zou, Y. Dong, C. Sun, Y. Wu, H. Yang, C. Cui, Y. Li, High-Performance Polymer Solar Cells with Minimal Energy Loss Enabled by a Main-Chain-Twisted Nonfullerene Acceptor. Chem. Mater. 31, 4222–4227 (2019)."
"CCCCC(CC)CC1=C2C(=O)C3=C(C4=CC=C(C)S4)SC(C4=CC=C(C)S4)=C3C(=O)C2=C(CC(CC)CCCC)S1","PBDB-T","-5.34","-3.44","CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=C(SC(/C=C4\C(=O)C5=C(C=CC=C5)C4=C(C#N)C#N)=C3)C3=C(C)C4=C(C(C)=C32)C2=C(C=C(/C=C3\C(=O)C5=C(C=CC=C5)C3=C(C#N)C#N)S2)C4(C2=CC=C(CCCCCC)C=C2)C2=CC=C(CCCCCC)C=C2)C=C1","ID-MeIC","-5.68","-3.58","0.9","13.67","0.5","6.46","Y. Li, M. Wang, F. Wu, X. Gao, S. Huettner, Y. Tao, Z.-Q. Jiang, Short-Axis Methyl Substitution Approach on Indacenodithiophene: A New Multi-Fused Ladder-Type Arene for Organic Solar Cells. Frontiers in Chemistry. 7 (2019) (available at https://www.frontiersin.org/articles/10.3389/fchem.2019.00372)."
"CCCCC(CC)CC1=C2C(=O)C3=C(C4=CC=C(C)S4)SC(C4=CC=C(C)S4)=C3C(=O)C2=C(CC(CC)CCCC)S1","PBDB-T","-5.34","-3.44","CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C=C(/C=C2\C(=O)C5=C(C=CC=C5)C2=C(C#N)C#N)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC(/C=C3\C(=O)C4=C(C=CC=C4)C3=C(C#N)C#N)=C2)C=C1","IDIC","-5.71","-3.6","0.89","8.67","0.6","4.94","Y. Li, M. Wang, F. Wu, X. Gao, S. Huettner, Y. Tao, Z.-Q. Jiang, Short-Axis Methyl Substitution Approach on Indacenodithiophene: A New Multi-Fused Ladder-Type Arene for Organic Solar Cells. Frontiers in Chemistry. 7 (2019) (available at https://www.frontiersin.org/articles/10.3389/fchem.2019.00372)."
